"","Bil.","No..Daftar","No..Lesen","Nama.Pemegang.Lesen","Nama.Premis","Alamat.Premis","Tarikh.Lesen.Dikeluarkan","Tarikh.Kuatkuasa.Lesen","Tarikh.Luput.Lesen","Tarikh.Pembatalan.lesen","Jenis.Perniagaan","latitude","longitude","geo_method"
"436",436,"PA0436/2021",23529,"IRFAN BINTI ABDUL RAZAK","Farmasi Al Ahlam [Farmasi Al Ahlam]","1564,Jalan Pongsu Seribu, Taman Koskam,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.4936449,100.4507638,"google"
"437",437,"PA0437/2021",23530,"LIM ZI JIAN","Vecare Pharmacy (Permatang Pauh) Sdn Bhd","12,Lorong Pauh Jaya 1/1, Taman Pauh Jaya,13700,Perai,Seberang Perai Tengah,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.3712636,100.4146858,"osm"
"438",438,"PA0438/2021",23531,"LIM LIP JINN","SKINMED PHARMACY SDN. BHD. [SkinMed Pharmacy]","7427,Lorong Seri Tanjung 1, Taman Seri Tanjung,13400,Butterworth,Seberang Perai Utara,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.4306205,100.3907764,"osm"
"439",439,"PA0439/2021",23532,"LOO YI LING","Farmasi My-Chemist (JEC) Sdn Bhd","30,Jalan Todak 2, Pusat Bandar Seberang Jaya,13700,Perai,Seberang Perai Tengah,Pulau Pinang","31/12/2020","1/1/2021","31/12/2021","","Runcit",5.39706975,100.398941013754,"osm"
"440",440,"PA0440/2021",23534,"TAN EE VERN","bliss pharmacy sdn bhd [bliss pharmacy]","39&41,Persiaran Mutiara 7, Pusat Komersial Bandar Tasek Mutiara,14120,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","31/12/2020","1/1/2021","31/12/2021","","Runcit",5.2793365,100.4922696,"google"
"441",441,"PA0441/2021",23535,"HUDA BINTI MAHSIN @ AHMED NASIR","FARMASI UMMI [FARMASI UMMI]","181,Jalan Kubang Semang Mk. 5,14400,Kubang Semang,Seberang Perai Tengah,Pulau Pinang","31/12/2020","1/1/2021","31/12/2021","","Runcit",5.4103032,100.4383711,"google"
"442",442,"PA0442/2021",23537,"WOON SIN SOUNG","Sunshine Pharmacy Sdn Bhd [Sunshine Pharmacy]","6479,Jalan Raja Uda,12300,Butterworth,Seberang Perai Utara,Pulau Pinang","31/12/2020","1/1/2021","31/12/2021","","Runcit",5.4222687,100.3823631,"osm"
"443",443,"PA0443/2021",23538,"JOLENE BAK CHIA JIE","AM PM PHARMACY SDN BHD","No.15,Jalan Perak,10150,Georgetown,Timur Laut,Pulau Pinang","31/12/2020","4/1/2021","31/12/2021","","Borong & Runcit",5.4104101,100.3160668,"osm"
"444",444,"PA0444/2021",23539,"OH SHI-MINH","Guardian Health And Beauty Sdn Bhd","100-LG-72,Queensbay Mall, Persiaran Bayan Indah,11900,Bayan Lepas,Barat Daya,Pulau Pinang","31/12/2020","1/1/2021","31/12/2021","","Runcit",5.3331774,100.3066084,"google"
"445",445,"PA0445/2021",23540,"NURUL IKHWAN BIN RAMLI","IJ PHARMACY (BM) SDN BHD [IJ PHARMACY]","G-25, Tesco Bukit Mertajam 2323,Jalan Rozhan, Pusat Perniagaan Seri Impian,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","31/12/2020","1/1/2021","31/12/2021","","Runcit",5.3160233,100.4759791,"google"
"446",446,"PA0446/2021",23541,"ADELINE TAN YEN PEI","Farmasi Sri Nibong (Pekaka) Sdn Bhd [Georgetown Pharmacy]","14,Jalan Pekaka 1, Sungai Dua,11700,Gelugor,Timur Laut,Pulau Pinang","31/12/2020","1/1/2021","31/12/2021","18/01/2021","Runcit",5.3496978,100.2955902,"google"
"447",447,"PA0447/2021",23542,"YEOH YING SHEN","FARMASI NIBONG JAYA","757,Jalan Sultan Azlan Shah,11900,Bayan Lepas,Barat Daya,Pulau Pinang","31/12/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.337954,100.2982859,"google"
"448",448,"PA0448/2021",23543,"LEE PEI SIN","Guardian Health And Beauty Sdn Bhd","100-LG-72,Queensbay Mall, Persiaran Bayan Indah,11900,Bayan Lepas,Barat Daya,Pulau Pinang","31/12/2020","1/1/2021","31/12/2021","","Runcit",5.3331774,100.3066084,"google"
"449",449,"PA0449/2021",23544,"TAN CHOON THAI","FARMASI BATU MAUNG SDN BHD [FARMASI EBM]","369,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang","31/12/2020","1/1/2021","31/12/2021","","Runcit",5.4327975,100.3061539,"osm"
"450",450,"PA0450/2021",23545,"CHONG JIN RUI","BLESSING PHARMACY [BLESSING PHARMACY]","NO. 63, GROUND FLOOR,,Jalan Perniagaan Gemilang 1, Pusat Perniagaan Gemilang,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","31/12/2020","1/1/2021","31/12/2021","","Runcit",5.3505334,100.4404138,"google"
"451",451,"PA0451/2021",23546,"GOH V-JIAN","Healthy Healthy Pharmacy Sdn Bhd [Healthy Pharmacy]","1-G-1,1-G-2,Medan Angsana 3, Bandar Baru Ayer Itam,11500,Air Itam,Timur Laut,Pulau Pinang","31/12/2020","1/1/2021","31/12/2021","","Runcit",5.389765,100.283929,"google"
"452",452,"PA0452/2021",23547,"TEOH YEE JIE","SIANG PHARMACY SDN.BHD. [SIANG PHARMACY]","2& 2A,Jalan Usahawan 4, Pusat Perniagaan Kepala Batas,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang","31/12/2020","1/1/2021","31/12/2021","15/03/2021","Runcit",5.5159023,100.4303462,"google"
"453",453,"PA0453/2021",23548,"CHAN YING YING","BJ Pharmacy Sdn Bhd [BJ Pharmacy Sdn Bhd]","12J-G,Jalan Rumbia,11900,Bayan Lepas,Barat Daya,Pulau Pinang","31/12/2020","1/1/2021","31/12/2021","","Runcit",5.3332281,100.2905441,"google"
"454",454,"PA0454/2021",23549,"MAZLI BINTI MOHD ISMAIL","FARMASI TELUK KUMBAR [FARMASI TELUK KUMBAR]","NO.14,Tingkat Teluk Kumbar 4, Bandar Baru Teluk Kumbar,11920,Teluk Kumbar,Barat Daya,Pulau Pinang","31/12/2020","1/1/2021","31/12/2021","","Runcit",5.2936492,100.2308992,"google"
"455",455,"PA0455/2021",23550,"TERENCE LIM JIA JIE","WATSON'S PERSONAL CARE STORES SDN. BHD. [WATSONS]","1-1-18 &19 Tesco Penang,Lebuh Tengku Kudin 1, Bandar Jelutong,11700,Gelugor,Timur Laut,Pulau Pinang","31/12/2020","1/1/2021","31/12/2021","","Runcit",5.4587188,100.3081626,"google"
"456",456,"PA0456/2021",23551,"ELVIN GUAN KHAI XIAN","GUAN PHARMACY [GUAN PHARMACY]","2663,Jln Padang Serai, Taman Bunga Kemaju,13300,Tasek Gelugor,Seberang Perai Utara,Pulau Pinang","4/1/2021","4/1/2021","31/12/2021","","Runcit",5.4708717,100.5429423,"google"
"457",457,"PA0457/2021",23553,"LIM SUE HUI","YONG FOONG MEDICAL TRADING SDN BHD [YONG FOONG PHARMACY]","38,Lorong Baru,10400,Georgetown,Timur Laut,Pulau Pinang","4/1/2021","4/1/2021","31/12/2021","","Runcit",5.4150111,100.3265874,"osm"
"458",458,"PA0458/2021",23554,"CHOONG LI DONG","Farmasi Sri Nibong (Pekaka) Sdn Bhd [Georgetown Pharmacy]","14,Jalan Pekaka 1, Sungai Dua,11700,Gelugor,Timur Laut,Pulau Pinang","4/1/2021","4/1/2021","31/12/2021","9/4/2021","Runcit",5.3496978,100.2955902,"google"
"459",459,"PA0459/2021",23555,"LIM SUE MAY","YONG FOONG MEDICAL TRADING SDN BHD [YONG FOONG PHARMACY]","38,Lorong Baru,10400,Georgetown,Timur Laut,Pulau Pinang","4/1/2021","4/1/2021","31/12/2021","","Runcit",5.4150111,100.3265874,"osm"
"460",460,"PA0460/2021",23556,"TAN GAIK HONG","KHENG HONG CHAN FARMING SDN. BHD. [KHENG HONG CHAN FARMING SDN. BHD.]","49,Lorong Alma Jaya 12, Kawasan Industri Alma,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","7/1/2021","7/1/2021","31/12/2021","","Borong & Runcit",5.3261254,100.4795841,"google"
"461",461,"PA0461/2021",23557,"TAN SHWU FEN","SIANG PHARMACY SDN. BHD. [SIANG PHARMACY]","11,Lorong Jawi Jaya 3, Taman Jawi Jaya,14200,Sungai Jawi,Seberang Perai Selatan,Pulau Pinang","7/1/2021","7/1/2021","31/12/2021","","Borong",5.2016379,100.4963198,"google"
"462",462,"PA0462/2021",23558,"LOH YIN FEI","M PHARMACY SDN BHD","306-H Ground Floor,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang","7/1/2021","8/1/2021","31/12/2021","","Runcit",5.4299666,100.3131688,"google"
"463",463,"PA0463/2021",23559,"LIM CHEE MUN","Blooming Health Pharmacy Sdn Bhd [Georgetown Pharmacy]","62-1 and 62A-1 Farlim Square,Jalan Pisang Berangan,11500,Air Itam,Timur Laut,Pulau Pinang","7/1/2021","7/1/2021","31/12/2021","","Runcit",5.3968592,100.2862642,"google"
"464",464,"PA0464/2021",23560,"LAW WAI YIN","KTY CHEMICALS SDN BHD","65,Jalan Cenderawasih 3, Taman Cenderawasih Indah,14300,Nibong Tebal,Seberang Perai Selatan,Pulau Pinang","7/1/2021","8/1/2021","31/12/2021","","Borong & Runcit",5.1830271,100.4844804,"osm"
"465",465,"PA0465/2021",23561,"CHE GAYAH BINTI OMAR","KOPERASI USM BERHAD [PUSAT FARMASI]","BANGUNAN H29/ ARAS BAWAH,Universiti Sains Malaysia,11800,USM Pulau Pinang,Timur Laut,Pulau Pinang","7/1/2021","7/1/2021","31/12/2021","","Runcit",5.3559337,100.3025177,"google"
"466",466,"PA0466/2021",23562,"KHOO KASSEN","Pythagore Sdn Bhd","1-05-06, E-Gate,Lebuh Tengku Kudin 2,11700,Jelutong,Timur Laut,Pulau Pinang","7/1/2021","9/1/2021","31/12/2021","","Runcit",5.375986,100.3153234,"google"
"467",467,"PA0467/2021",23563,"TAN CHUN YIN","JIN AUN PHARMA SDN. BHD.","11, 1ST FLOOR,Lorong Mak Mandin 1, MIEL Mak Mandin,13400,Butterworth,Seberang Perai Utara,Pulau Pinang","7/1/2021","7/1/2021","31/12/2021","","Borong",5.4157628,100.3846789,"google"
"468",468,"PA0468/2021",23564,"LIM JUN YI","CURE PHARMACY PLT [MEDSPRO PHARMACY]","Vantage B-G-3,Jalan Desiran Tanjung,10470,Tanjung Tokong,Timur Laut,Pulau Pinang","7/1/2021","7/1/2021","31/12/2021","","Runcit",5.4565191,100.3077368,"google"
"469",469,"PA0469/2021",23565,"IBRAHIM BIN BAHAROM","BB PHARMACEUTICAL [BB PHARMACEUTICAL]","302-F-1,Jalan Relau, Taman Desaria,11900,Bayan Lepas,Barat Daya,Pulau Pinang","7/1/2021","11/1/2021","31/12/2021","","Runcit",5.3310419,100.2943587,"google"
"470",470,"PA0470/2021",23566,"OOI HUOY YING","Han's Pharmacy Sdn. Bhd. [Han's Pharmacy Sdn. Bhd.]","12A-G, 16-G, 16-1 & 18-G,Jalan Usahawan 2, Pusat Perniagaan Kepala batas,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang","7/1/2021","8/1/2021","31/12/2021","","Borong & Runcit",5.5152371,100.4312142,"google"
"471",471,"PA0471/2021",23567,"VIKNESWARAN A/L MUTAYAH","KCK PHARMACEUTICAL INDUSTRIES SDN. BHD. [KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.]","PLOT 61, BAYAN LEPAS INDUSTRIAL PARK PHASE 4,Lintang Bayan Lepas 1,11900,Bayan Lepas,Barat Daya,Pulau Pinang","7/1/2021","7/1/2021","31/12/2021","","Borong",5.2975662,100.2851053,"google"
"472",472,"PA0472/2021",23568,"AMANI BINTI YUSOFF","Maa Pharmacy [Maa Pharmacy]","6-G-7 & 6-G-8,Lintang Sungai Batu, Taman Teluk Kumbar,11920,Bayan Lepas,Barat Daya,Pulau Pinang","8/1/2021","8/1/2021","31/12/2021","","Runcit",5.283615,100.2396909,"google"
"473",473,"PA0473/2021",23569,"ROSLINA BINTI MOHAMAD TAIB","FARMASI SRI NIBONG [FARMASI SRI NIBONG]","3913,Jalan Che Ahmad, Pusat Perniagaan Nibong Tebal,14300,Nibong Tebal,Seberang Perai Selatan,Pulau Pinang","8/1/2021","8/1/2021","31/12/2021","","Runcit",5.1676928,100.4773359,"google"
"474",474,"PA0474/2021",23572,"KHOO PEY FANG","Dexchem Industries Sdn Bhd","5, 11, 11A,Lorong Cherok Tokun Jaya 2, Kawasan Perindustrian Cherok Tokun,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","13/01/2021","13/01/2021","31/12/2021","","Borong & Runcit",5.340297,100.4873069,"google"
"475",475,"PA0475/2021",23573,"JASON HEZEKIAH","M PHARMACY SDN BHD","21, TINGKAT BAWAH,Jalan Seri Berapit, Taman Seri Berapit,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","13/01/2021","13/01/2021","31/12/2021","","Runcit",5.3850926,100.4774934,"google"
"476",476,"PA0476/2021",23574,"LIM CHING NI","Seang Chip (M) Sdn Bhd","TBP 3904,Jalan Besar Sungai Jawi,14200,Sungai Bakap,Seberang Perai Selatan,Pulau Pinang","13/01/2021","13/01/2021","31/12/2021","","Borong & Runcit",5.2262434,100.4945849,"google"
"477",477,"PA0477/2021",23575,"TAN WEI LI","SIANG PHARMACY SDN BHD [FARMASI SIANG]","1378 & 1379,Jalan Sungai Bakap, Taman Sungai Bakap Permai,14200,Sungai Bakap,Seberang Perai Selatan,Pulau Pinang","13/01/2021","13/01/2021","31/12/2021","","Runcit",5.2319565,100.4917626,"google"
"478",478,"PA0478/2021",23576,"KONG PEI PEI","Wellings Pharmacy Sdn. Bhd. [Wellings Pharmacy]","368-1-12, 12A & 14,Bellisa Row, Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang","18/01/2021","18/01/2021","31/12/2021","","Runcit",5.4328019,100.310157,"google"
"479",479,"PA0479/2021",23577,"ENG WAN YUN","Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi]","1 & 2,Jalan Todak 2,13700,Seberang Jaya,Seberang Perai Tengah,Pulau Pinang","18/01/2021","18/01/2021","31/12/2021","","Runcit",5.3950411,100.3983536,"osm"
"480",480,"PA0480/2021",23578,"TANG ZI JING","WELLINGS PHARMACY SDN BHD [WELLINGS PHARMACY]","294,Jalan Macalister,10450,Georgetown,Timur Laut,Pulau Pinang","18/01/2021","18/01/2021","31/12/2021","","Runcit",5.4197673,100.3169159,"osm"
"481",481,"PA0481/2021",23579,"TAN MIN DON","SIANG PHARMACY SDN. BHD. [SIANG PHARMACY]","11,Lorong Jawi Jaya 3, Taman Jawi Jaya,14200,Sungai Jawi,Seberang Perai Selatan,Pulau Pinang","18/01/2021","18/01/2021","31/12/2021","","Borong",5.2016379,100.4963198,"google"
"482",482,"PA0482/2021",23580,"THANAPAKIAM A/P GANESON","SYMBIOTICA SPECIALITY INGREDIENTS SDN.BHD.","13,Lorong Perusahaan Sungai Lokan 2, Taman Industri Sungai Lokan,13800,Butterworth,Seberang Perai Utara,Pulau Pinang","18/01/2021","18/01/2021","31/12/2021","","Borong",5.4388914,100.4137048,"google"
"483",483,"PA0483/2021",23581,"NURFISHAH BINTI MUHAMAD SHUKRI","PELANGI CARE TRADING [FARMASI PELANGI]","NO. 17 A KOMPLEKS MBSP SEMENTARA, BLOK D,Taman Pelangi,13600,Perai,Seberang Perai Tengah,Pulau Pinang","18/01/2021","18/01/2021","31/12/2021","","Borong & Runcit",5.3706542,100.4326128,"google"
"484",484,"PA0484/2021",23583,"QOAY ZHU YING","Extra Care Pharmacy Sdn.Bhd [Extra Care Pharmacy]","139-R,Jalan Tan Sri Teh Ewe Lim,11600,Jelutong,Timur Laut,Pulau Pinang","18/01/2021","18/01/2021","31/12/2021","5/3/2021","Runcit",5.3911772,100.3128964,"osm"
"485",485,"PA0485/2021",23586,"HO TIAN","Wellings Pharmacy Sdn Bhd [Wellings Pharmacy]","368-2-11,Bellisa Row, Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang","18/01/2021","18/01/2021","31/12/2021","27/07/2021","Borong",5.432841,100.310025,"google"
"486",486,"PA0486/2021",23588,"TAN ZHI KAI","Georgetown Specialist Hospital Sdn.Bhd [Georgetown Specialist Hospital]","12A,Jalan Masjid Negeri,11600,Georgetown,Timur Laut,Pulau Pinang","18/01/2021","18/01/2021","31/12/2021","","Runcit",5.4024943,100.3035946,"google"
"487",487,"PA0487/2021",23590,"KHONG CHIANG THIENG","Mega Kulim Pharmacy Sdn. Bhd. [Mega Kulim Farmasi]","34,Jalan Keruing, Kawasan Perniagaan Simpang Ampat,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","18/01/2021","1/2/2021","31/12/2021","","Runcit",5.278556,100.477122,"osm"
"488",488,"PA0488/2021",23592,"ONG POH LEE","CNA Nutrican sdn. bhd","37,Lorong Industri Ringan 1,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","19/01/2021","19/01/2021","31/12/2021","","Borong & Runcit",5.3049817,100.433488,"google"
"489",489,"PA0489/2021",23594,"CHUAH OON HEE","Sunshine Pharmacy Sdn Bhd [Sunshine Pharmacy]","6479,Jalan Raja Uda,12300,Butterworth,Seberang Perai Utara,Pulau Pinang","19/01/2021","19/01/2021","31/12/2021","","Runcit",5.4222687,100.3823631,"osm"
"490",490,"PA0490/2021",23598,"TAN WEN JIE","LOHAS PHARMACY SDN BHD [LOHAS PHARMACY]","LOT G22 & G23, TESCO BAGAN AJAM,Jalan Bagan Ajam,13000,Butterworth,Seberang Perai Utara,Pulau Pinang","19/01/2021","19/01/2021","31/12/2021","","Borong & Runcit",5.4395999,100.3816259,"google"
"491",491,"PA0491/2021",23600,"VIVEGANANTH A/L KRISHNANMURTHI","Watson's Personal Care Stores Sdn Bhd","170-B1-19,Gurney Plaza, Persiaran Gurney,10250,Georgetown,Timur Laut,Pulau Pinang","19/01/2021","20/01/2021","31/12/2021","25/06/2021","Runcit",5.4307099,100.3195575,"google"
"492",492,"PA0492/2021",23601,"THAM CHEE MIN","INDOPHARMA SDN BHD [MEDISAFE PHARMACY]","177-G-2,Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang","19/01/2021","19/01/2021","31/12/2021","","Borong & Runcit",5.4142707,100.3282129,"google"
"493",493,"PA0493/2021",23602,"KOH ING HUI","Stay Well Pharmacy Sdn Bhd","170-B1-12,Gurney Plaza, Persiaran Gurney,10250,Georgetown,Timur Laut,Pulau Pinang","19/01/2021","19/01/2021","31/12/2021","","Runcit",5.4370385,100.3088344,"google"
"494",494,"PA0494/2021",23603,"ANG SYN YIE","HG PLUS SDN BHD [MY CHEMIST PHARMACY]","7102,Jalan Bagan Ajam, Taman Bagan Ajam,13000,Butterworth,Seberang Perai Utara,Pulau Pinang","21/01/2021","21/01/2021","31/12/2021","","Runcit",5.4350011,100.3799036,"osm"
"495",495,"PA0495/2021",23604,"OUNG CHING WEI","FARMASI CITY CARE SDN. BHD. [FARMASI MEDIPRO]","NO. 7,9,11-G,Lorong Usahaniaga 4, Taman Usahaniaga,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","21/01/2021","21/01/2021","31/12/2021","","Borong & Runcit",5.3617942,100.4667223,"google"
"496",496,"PA0496/2021",23605,"HUSNAH BINTI ISMAIL","Pharmaniaga Logistics Sdn Bhd","1,3&5,Lorong IKS Juru 8, Taman Perindustrian Ringan Juru,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","27/01/2021","22/01/2021","31/12/2021","","Borong",5.3099014,100.4320799,"google"
"497",497,"PA0497/2021",23606,"KWAN SHIN MAY","ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO]","52A,Lintang Angsana,11500,Air Itam,Timur Laut,Pulau Pinang","27/01/2021","27/01/2021","31/12/2021","","Borong & Runcit",5.3890118,100.2821053,"google"
"498",498,"PA0498/2021",23607,"SHOBA A/P SEKARAN","Wellings Pharmacy Sdn. Bhd. [Wellings Pharmacy]","368-1-12, 12A & 14,Bellisa Row, Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang","27/01/2021","27/01/2021","31/12/2021","","Runcit",5.4328019,100.310157,"google"
"499",499,"PA0499/2021",23608,"LOOK CHUN HUA","Stay Fit Pharmacy Sdn. Bhd.","326-R,Jalan Perak,11600,Jelutong,Timur Laut,Pulau Pinang","27/01/2021","27/01/2021","31/12/2021","","Runcit",5.4018671,100.314897,"osm"
"500",500,"PA0500/2021",23609,"ONG CHING YI","Island Hospital Sdn Bhd [Island Hospital]","308,Jalan Macalister,10450,Georgetown,Timur Laut,Pulau Pinang","27/01/2021","27/01/2021","31/12/2021","","Runcit",5.42229135,100.314028199346,"osm"
"501",501,"PA0501/2021",23610,"SANDEEP SINGH DHILLON","Chulia Pharma Sdn Bhd","18,Jalan Perniagaan Vorteks 4, Pusat Perniagaan Vorteks,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","27/01/2021","27/01/2021","31/12/2021","","Borong",5.2645251,100.4532858,"google"
"502",502,"PA0502/2021",23611,"TAN CHAN WEI","ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO]","NO 72,Jalan Besar,11000,Balik Pulau,Barat Daya,Pulau Pinang","29/01/2021","3/2/2021","31/12/2021","25/06/2021","Runcit",5.3531572,100.2005069,"google"
"503",503,"PA0503/2021",23612,"MAHA LACIMY A/P SELVARAJ","KCK PHARMACEUTICAL INDUSTRIES SDN. BHD. [KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.]","PLOT 61, BAYAN LEPAS INDUSTRIAL PARK PHASE 4,Lintang Bayan Lepas 1,11900,Bayan Lepas,Barat Daya,Pulau Pinang","2/2/2021","2/2/2021","31/12/2021","","Borong",5.2975662,100.2851053,"google"
"504",504,"PA0504/2021",23613,"ONG YUN JYE","BAGAN SPECIALIST CENTRE SDN. BHD.","N/A,Jalan Bagan 1,13400,Butterworth,Seberang Perai Utara,Pulau Pinang","4/2/2021","4/2/2021","31/12/2021","","Runcit",5.4146104,100.3849616,"osm"
"505",505,"PA0505/2021",23614,"PUVANESWARI A/P TAMBIRAJA","ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO]","25,Lebuh Chulia,10200,Georgetown,Timur Laut,Pulau Pinang","6/2/2021","11/2/2021","31/12/2021","","Runcit",5.41563075,100.339115977332,"osm"
"506",506,"PA0506/2021",23615,"LEE CHEE CHUNG","Siang Pharmacy Sdn.Bhd [Siang Pharmacy]","1690,Jalan Besar,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","6/2/2021","6/2/2021","31/12/2021","","Runcit",5.2695821,100.4769169,"osm"
"507",507,"PA0507/2021",23616,"OOI CHEE LIM","PANACEA PHARMACY [PANACEA PHARMACY]","2C & 2D,Lorong Selamat,10400,Georgetown,Timur Laut,Pulau Pinang","11/2/2021","11/2/2021","31/12/2021","","Runcit",5.4179482,100.325487,"osm"
"508",508,"PA0508/2021",23617,"NGU LI HONG","BIG PHARMACY (NORTHERN) SDN. BHD. [Big Pharmacy]","337N GF, Sky Avenue,Jalan Perak,11600,Jelutong,Timur Laut,Pulau Pinang","22/02/2021","22/02/2021","31/12/2021","","Runcit",5.3972132,100.3148006,"google"
"509",509,"PA0509/2021",23618,"CHEW SHIU WEI","GR2 Pharmacy Sdn Bhd [Gold River Pharmacy]","9,Lorong Sungai Emas,11100,Batu Ferringhi,Timur Laut,Pulau Pinang","22/02/2021","24/02/2021","31/12/2021","","Runcit",5.4755814,100.2529611,"google"
"510",510,"PA0510/2021",23619,"ELSIE TEOH YUEN LING","SUPER TOP PHARMACY SDN. BHD. [SUPER TOP PHARMACY]","114 & 116,Jalan Raja Uda,12300,Butterworth,Seberang Perai Utara,Pulau Pinang","22/02/2021","22/02/2021","31/12/2021","","Runcit",5.4222687,100.3823631,"osm"
"511",511,"PA0511/2021",23620,"SEAH YEE RU","BIG PHARMACY (NORTHERN) SDN. BHD. [Big Pharmacy]","337N GF, Sky Avenue,Jalan Perak,11600,Jelutong,Timur Laut,Pulau Pinang","22/02/2021","22/02/2021","31/12/2021","","Runcit",5.3972132,100.3148006,"google"
"512",512,"PA0512/2021",23621,"YEW JIA YING","PUBLIX PHARMACY [FARMASI PUBLIX]","5,Jalan Machang Bubok, Taman Machang Bubok,14020,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","22/02/2021","22/02/2021","31/12/2021","","Borong & Runcit",5.3285846,100.5032057,"osm"
"513",513,"PA0513/2021",23622,"KUAI CHEN CHUAN","Watson's Personal Care Stores Sdn. Bhd","182-3-16 & 17 (Tingkat 3) 1st Avenue,Jalan Magazine,10300,Georgetown,Timur Laut,Pulau Pinang","23/02/2021","23/02/2021","31/12/2021","","Runcit",5.4130283,100.3311863,"google"
"514",514,"PA0514/2021",23623,"FONG JING YING","CHONG PHARMACY SDN. BHD.[FARMASI CHONG]","1198,Jalan Datuk Haji Ahmad Badawi,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang","26/02/2021","26/02/2021","31/12/2021","24/03/2021","Borong & Runcit",5.5171508,100.4300669,"osm"
"515",515,"PA0515/2021",23624,"SIN YONG BOEY","WATSON'S PERSONAL CARE STORES SDN BHD","G47,GF, AEON MALL BUKIT MERTAJAM,Jalan Rozhan, Alma,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","2/3/2021","2/3/2021","31/12/2021","","Runcit",5.3204299,100.4783255,"google"
"516",516,"PA0516/2021",23625,"NURUL IZZATI BINTI MOHAMED MOKHTAR","MMZ PHARMA RESOURCES [FARMASI MENGKUANG]","84, Ground Floor,Lorong Mengkuang Indah 2, Taman Seri Akasia,14400,Kubang Semang,Seberang Perai Tengah,Pulau Pinang","5/3/2021","5/3/2021","31/12/2021","","Runcit",5.4116218,100.4879371,"google"
"517",517,"PA0517/2021",23626,"LIM SUE CIN","JION RX SDN BHD [JION PHARMACY]","1-1-38 & 39, IDEAL AVENUE,Medan Kampung Relau 1,11900,Bayan Lepas,Barat Daya,Pulau Pinang","5/3/2021","5/3/2021","31/12/2021","","Runcit",5.3329536,100.2929386,"google"
"518",518,"PA0518/2021",23627,"LIM CHEONG JING","ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO]","10,12,Jalan Tembikai, Taman Mutiara,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","5/3/2021","5/3/2021","31/12/2021","","Runcit",5.364598,100.444638,"google"
"519",519,"PA0519/2021",23628,"KUAH CHEK HEAN","SIANG PHARMACY SDN BHD [SIANG PHARMACY]","3082 & 3083,Jalan Rozhan, Alma,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","5/3/2021","5/3/2021","31/12/2021","9/4/2021","Runcit",5.3321319,100.4805745,"google"
"520",520,"PA0520/2021",23629,"LEONG YOCK SEEN","SIANG PHARMACY SDN BHD [SIANG PHARMACY]","3082 & 3083,Jalan Rozhan, Alma,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","8/3/2021","10/3/2021","31/12/2021","","Runcit",5.3321319,100.4805745,"google"
"521",521,"PA0521/2021",23630,"CHEW WEI THING","AM PM PHARMACY SDN BHD","139-R,Jalan Tan Sri Teh Ewe Lim,11600,Georgetown,Timur Laut,Pulau Pinang","8/3/2021","8/3/2021","31/12/2021","","Runcit",5.3923791,100.3071145,"google"
