Bil.,No. Daftar,No. Lesen,Nama Pemegang Lesen,Nama Premis,Alamat Premis,Tarikh Lesen Dikeluarkan,Tarikh Kuatkuasa Lesen,Tarikh Luput Lesen,Tarikh Pembatalan lesen,Jenis Perniagaan
503,PA0503/2021,23612,MAHA LACIMY A/P SELVARAJ,KCK PHARMACEUTICAL INDUSTRIES SDN. BHD. [KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.],"PLOT 61, BAYAN LEPAS INDUSTRIAL PARK PHASE 4,Lintang Bayan Lepas 1,11900,Bayan Lepas,Barat Daya,Pulau Pinang",2/2/2021,2/2/2021,31/12/2021,,Borong
504,PA0504/2021,23613,ONG YUN JYE,BAGAN SPECIALIST CENTRE SDN. BHD.,"N/A,Jalan Bagan 1,13400,Butterworth,Seberang Perai Utara,Pulau Pinang",4/2/2021,4/2/2021,31/12/2021,,Runcit
505,PA0505/2021,23614,PUVANESWARI A/P TAMBIRAJA,ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO],"25,Lebuh Chulia,10200,Georgetown,Timur Laut,Pulau Pinang",6/2/2021,11/2/2021,31/12/2021,,Runcit
506,PA0506/2021,23615,LEE CHEE CHUNG,Siang Pharmacy Sdn.Bhd [Siang Pharmacy],"1690,Jalan Besar,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang",6/2/2021,6/2/2021,31/12/2021,,Runcit
507,PA0507/2021,23616,OOI CHEE LIM,PANACEA PHARMACY [PANACEA PHARMACY],"2C & 2D,Lorong Selamat,10400,Georgetown,Timur Laut,Pulau Pinang",11/2/2021,11/2/2021,31/12/2021,,Runcit
508,PA0508/2021,23617,NGU LI HONG,BIG PHARMACY (NORTHERN) SDN. BHD. [Big Pharmacy],"337N GF, Sky Avenue,Jalan Perak,11600,Jelutong,Timur Laut,Pulau Pinang",22/02/2021,22/02/2021,31/12/2021,,Runcit
509,PA0509/2021,23618,CHEW SHIU WEI,GR2 Pharmacy Sdn Bhd [Gold River Pharmacy],"9,Lorong Sungai Emas,11100,Batu Ferringhi,Timur Laut,Pulau Pinang",22/02/2021,24/02/2021,31/12/2021,,Runcit
510,PA0510/2021,23619,ELSIE TEOH YUEN LING,SUPER TOP PHARMACY SDN. BHD. [SUPER TOP PHARMACY],"114 & 116,Jalan Raja Uda,12300,Butterworth,Seberang Perai Utara,Pulau Pinang",22/02/2021,22/02/2021,31/12/2021,,Runcit
511,PA0511/2021,23620,SEAH YEE RU,BIG PHARMACY (NORTHERN) SDN. BHD. [Big Pharmacy],"337N GF, Sky Avenue,Jalan Perak,11600,Jelutong,Timur Laut,Pulau Pinang",22/02/2021,22/02/2021,31/12/2021,,Runcit
512,PA0512/2021,23621,YEW JIA YING,PUBLIX PHARMACY [FARMASI PUBLIX],"5,Jalan Machang Bubok, Taman Machang Bubok,14020,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",22/02/2021,22/02/2021,31/12/2021,,Borong & Runcit
513,PA0513/2021,23622,KUAI CHEN CHUAN,Watson's Personal Care Stores Sdn. Bhd,"182-3-16 & 17 (Tingkat 3) 1st Avenue,Jalan Magazine,10300,Georgetown,Timur Laut,Pulau Pinang",23/02/2021,23/02/2021,31/12/2021,,Runcit
514,PA0514/2021,23623,FONG JING YING,CHONG PHARMACY SDN. BHD.[FARMASI CHONG],"1198,Jalan Datuk Haji Ahmad Badawi,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang",26/02/2021,26/02/2021,31/12/2021,24/03/2021,Borong & Runcit
515,PA0515/2021,23624,SIN YONG BOEY,WATSON'S PERSONAL CARE STORES SDN BHD,"G47,GF, AEON MALL BUKIT MERTAJAM,Jalan Rozhan, Alma,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",2/3/2021,2/3/2021,31/12/2021,,Runcit
516,PA0516/2021,23625,NURUL IZZATI BINTI MOHAMED MOKHTAR,MMZ PHARMA RESOURCES [FARMASI MENGKUANG],"84, Ground Floor,Lorong Mengkuang Indah 2, Taman Seri Akasia,14400,Kubang Semang,Seberang Perai Tengah,Pulau Pinang",5/3/2021,5/3/2021,31/12/2021,,Runcit
517,PA0517/2021,23626,LIM SUE CIN,JION RX SDN BHD [JION PHARMACY],"1-1-38 & 39, IDEAL AVENUE,Medan Kampung Relau 1,11900,Bayan Lepas,Barat Daya,Pulau Pinang",5/3/2021,5/3/2021,31/12/2021,,Runcit
518,PA0518/2021,23627,LIM CHEONG JING,ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO],"10,12,Jalan Tembikai, Taman Mutiara,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",5/3/2021,5/3/2021,31/12/2021,,Runcit
519,PA0519/2021,23628,KUAH CHEK HEAN,SIANG PHARMACY SDN BHD [SIANG PHARMACY],"3082 & 3083,Jalan Rozhan, Alma,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",5/3/2021,5/3/2021,31/12/2021,9/4/2021,Runcit
520,PA0520/2021,23629,LEONG YOCK SEEN,SIANG PHARMACY SDN BHD [SIANG PHARMACY],"3082 & 3083,Jalan Rozhan, Alma,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",8/3/2021,10/3/2021,31/12/2021,,Runcit
521,PA0521/2021,23630,CHEW WEI THING,AM PM PHARMACY SDN BHD,"139-R,Jalan Tan Sri Teh Ewe Lim,11600,Georgetown,Timur Laut,Pulau Pinang",8/3/2021,8/3/2021,31/12/2021,,Runcit
522,PA0522/2021,23631,HO RHU YANN,Nutrivet Plus Sdn.Bhd,"1598,Jalan 19 Kampung Valdor,14200,Sungai Bakap,Seberang Perai Selatan,Pulau Pinang",10/3/2021,10/3/2021,31/12/2021,,Borong & Runcit
523,PA0523/2021,23632,MOHAMAD SHAHRUL NIZAM BIN ABU MASOR,AFIMI HEALTHCARE [FARMASI AFIMI],"23,JALAN KOMERSIAL 2, PUSAT KOMERSIAL TASEK GELUGOR,13300,Tasek Gelugor,Seberang Perai Utara,Pulau Pinang",10/3/2021,10/3/2021,31/12/2021,,Runcit
524,PA0524/2021,23633,CHONG CHUN CHYUAN,CHONG PHARMACY SDN. BHD.[FARMASI CHONG],"1198,Jalan Datuk Haji Ahmad Badawi,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang",15/03/2021,16/03/2021,31/12/2021,,Borong & Runcit
525,PA0525/2021,23634,ANG SHER REEN,Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi],"1 & 2,Jalan Todak 2,13700,Seberang Jaya,Seberang Perai Tengah,Pulau Pinang",15/03/2021,15/03/2021,31/12/2021,,Runcit
526,PA0526/2021,23635,RAVINTHIRAN A/L TANNIMALAY,Watson's Personal Care Stores Sdn Bhd [Watsons Pharmacy],"LG21&LG22 SUNWAY CARNIVAL MALL,Jalan Todak,13700,Seberang Jaya,Seberang Perai Tengah,Pulau Pinang",15/03/2021,15/03/2021,31/12/2021,,Runcit
527,PA0527/2021,23636,OO ZHI XIN,CHONG PHARMACY SDN. BHD. [FARMASI CHONG],"1-GF & 3-GF,Lorong Bertam Ria 2, Taman Bertam Ria,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang",17/03/2021,17/03/2021,31/12/2021,8/4/2021,Runcit
528,PA0528/2021,23637,MOHAMAD AMIRULZAKI BIN MOHAMAD RAFI,MOHAMAD AMIRULZAKI BIN MOHAMAD RAFI [FARMASI ZAKI],"17 Ground floor,Psrn Mutiara 2,Pusat Komersial Bandar Tasek Mutiara,14120,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang",24/03/2021,24/03/2021,31/12/2021,,Runcit
529,PA0529/2021,23638,NUR LIYANA BINTI NOOR AZMI,HOUSE PHARMACY SDN. BHD. [FARMASI],"18-GF,Persiaran Seksyen 4/10, Bandar Putra Bertam,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang",24/03/2021,24/03/2021,31/12/2021,,Runcit
530,PA0530/2021,23639,NICHOLAS LIM XUE EU,Wellings Pill House (TG) Pharmacy Sdn. Bhd. [Georgetown Pharmacy],"1-F-16 & 16A, Tesco Tanjung Pinang,Jalan Tanjung Tokong,10470,Georgetown,Timur Laut,Pulau Pinang",26/03/2021,29/03/2021,31/12/2021,,Runcit
531,PA0531/2021,23640,LIM JING WEI,Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi],"32 G/F,Lebuh Sungai Pinang 1,11600,Jelutong,Timur Laut,Pulau Pinang",26/03/2021,26/03/2021,31/12/2021,,Runcit
532,PA0532/2021,23641,LIM CHEE HO,Well Remedy Rx Pharma Venture [FARMASI WELL REMEDY],"NO 7,Jalan Penanti 1, Taman Penanti,14000,Kubang Semang,Seberang Perai Tengah,Pulau Pinang",26/03/2021,26/03/2021,31/12/2021,,Runcit
533,PA0533/2021,23644,LEE JIA XI,Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Pharmacy],"16,Lebuh Kurau 3, Taman Chai Leng,13700,Perai,Seberang Perai Tengah,Pulau Pinang",1/4/2021,1/4/2021,31/12/2021,,Runcit
534,PA0534/2021,23645,FONG JING YING,CHONG PHARMACY SDN. BHD. [FARMASI CHONG],"1-GF & 3-GF,Lorong Bertam Ria 2, Taman Bertam Ria,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang",1/4/2021,1/4/2021,31/12/2021,,Runcit
535,PA0535/2021,23647,MUHAMMAD SYAKIR BIN SAPARMAN,Wellings Pharmacy Sdn. Bhd. [Wellings Pharmacy],"368-1-12, 12A & 14,Bellisa Row, Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang",1/4/2021,1/4/2021,31/12/2021,,Runcit
536,PA0536/2021,23648,LIAN CHIA LYNN,THE PILL HOUSE PHARMACY SDN BHD [GEORGETOWN PHARMACY],"72,Jalan Aziz Ibrahim,11900,Bayan Lepas,Barat Daya,Pulau Pinang",7/4/2021,7/4/2021,31/12/2021,,Runcit
537,PA0537/2021,23649,SHARON WONG KAI XIAN,THE PILL HOUSE PHARMACY SDN BHD [GEORGETOWN PHARMACY],"52,Jalan Mahsuri,11950,Bayan Baru,Barat Daya,Pulau Pinang",7/4/2021,7/4/2021,31/12/2021,,Runcit
538,PA0538/2021,23650,ADELINE TAN YEN PEI,The Pill House Pharmacy Sdn Bhd [Georgetown Pharmacy],"14 (Tingkat Bawah),Jalan Pekaka 1, Sungai Dua,11700,Gelugor,Timur Laut,Pulau Pinang",7/4/2021,7/4/2021,31/12/2021,,Runcit
539,PA0539/2021,23651,ANG XIN YI,Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi],"3332 & 3333,Jalan Perniagaan, Pusat Perniagaan Alma,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",8/4/2021,8/4/2021,31/12/2021,,Runcit
540,PA0540/2021,23652,TAN MUI JOO,Guardian Health and Beauty Sdn Bhd [Guardian ],"LOT 170-B1-05, BASEMENT ONE,Gurney Plaza, Persiaran Gurney,10250,Georgetown,Timur Laut,Pulau Pinang",8/4/2021,8/4/2021,31/12/2021,,Runcit
541,PA0541/2021,23653,MUHAMMAD ASHRAF BIN KAMARUL ZAMAN,FARMASI HARMONI SHIFA SDN. BHD. [FARMASI HARMONI SHIFA],"9, GROUND FLOOR,Jalan Penaga Ria, Taman Penaga Ria,13100,Penaga,Seberang Perai Utara,Pulau Pinang",9/4/2021,9/4/2021,31/12/2021,,Runcit
542,PA0542/2021,23654,DAVID ONG CHERK YONG,Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi],"32 G/F,Lebuh Sungai Pinang 1,11600,Jelutong,Timur Laut,Pulau Pinang",9/4/2021,9/4/2021,31/12/2021,,Runcit
543,PA0543/2021,23655,VIKNESWARAN A/L MURUGAIYAH,Pusat Penyelidikan Dadah dan Ubat-ubatan [Pusat Penyelidikan Dadah dan Ubat-ubatan],"Bangunan J12, Lengkongan Teknologi, Jalan Inovasi,Universiti Sains Malaysia,11800,USM Pulau Pinang,Timur Laut,Pulau Pinang",9/4/2021,9/4/2021,31/12/2021,,Borong
544,PA0544/2021,23656,TAN WAN QI,MNV HEALTHCARE SDN. BHD. [M&V PHARMACY],"C-G-1, Vantage,Jalan Desiran Tanjung,10470,Tanjung Tokong,Timur Laut,Pulau Pinang",9/4/2021,9/4/2021,31/12/2021,,Runcit
545,PA0545/2021,23657,CHIA JIA YI,MNV HEALTHCARE SDN. BHD. [M&V PHARMACY],"C-G-1, Vantage,Jalan Desiran Tanjung,10470,Tanjung Tokong,Timur Laut,Pulau Pinang",9/4/2021,9/4/2021,31/12/2021,,Runcit
546,PA0546/2021,23658,KHO JIA QIAN,bliss pharmacy sdn bhd [bliss pharmacy],"39&41,Persiaran Mutiara 7, Pusat Komersial Bandar Tasek Mutiara,14120,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang",9/4/2021,9/4/2021,31/12/2021,,Runcit
547,PA0547/2021,23659,TANG JAU WEI,Guardian Health and Beauty Sdn Bhd [Guardian ],"LOT 170-B1-05, BASEMENT ONE,Gurney Plaza, Persiaran Gurney,10250,Georgetown,Timur Laut,Pulau Pinang",9/4/2021,9/4/2021,31/12/2021,,Runcit
548,PA0548/2021,23660,LIM HUEY NI,Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi],"2D,Lorong Delima 6, Island Glades,11700,Gelugor,Timur Laut,Pulau Pinang",9/4/2021,9/4/2021,31/12/2021,,Runcit
549,PA0549/2021,23661,TAN BOON SENG,ALPRO ALLIANCE (PENANG) SDN. BHD. [FARMASI ALPRO],"NO. 3431 (GROUND FLOOR),Jalan Kulim, Taman Bukit Mas,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",9/4/2021,9/4/2021,31/12/2021,,Runcit
550,PA0550/2021,23662,TAN YI MING,Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi],"2D,Lorong Delima 6, Island Glades,11700,Gelugor,Timur Laut,Pulau Pinang",9/4/2021,9/4/2021,31/12/2021,,Runcit
551,PA0551/2021,23663,LIM BEE KEAN,I PHARMACY [I PHARMACY],"332-F,Jalan Perak,11600,Jelutong,Timur Laut,Pulau Pinang",16/04/2021,16/04/2021,31/12/2021,,Borong & Runcit
552,PA0552/2021,23664,TAY CHIN CHING,THE PILL HOUSE PHARMACY SDN BHD [GEORGETOWN PHARMACY],"52,Jalan Mahsuri,11950,Bayan Baru,Barat Daya,Pulau Pinang",16/04/2021,16/04/2021,31/12/2021,,Runcit
553,PA0553/2021,23665,"LOW JU YEE, CASSANDRA",I PHARMACY [I PHARMACY],"No.332-F,Jalan Perak,11600,Georgetown,Timur Laut,Pulau Pinang",16/04/2021,16/04/2021,31/12/2021,22/07/2021,Borong & Runcit
554,PA0554/2021,23667,EU SI ZHENG,TREVI PHARMACY SDN BHD [TREVI PHARMACY],"11A,Jalan Seri Berapit, Taman Seri Berapit,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",16/04/2021,16/04/2021,31/12/2021,,Runcit
555,PA0555/2021,23668,LAWRENCE KIING TECK HOWE,WELLINGS PHARMACY SDN BHD [WELLINGS PHARMACY],"294,Jalan Macalister,10450,Georgetown,Timur Laut,Pulau Pinang",16/04/2021,16/04/2021,31/12/2021,,Runcit
556,PA0556/2021,23669,KUAH CHEK HEAN,SIANG PHARMACY SDN BHD [SIANG PHARMACY],"1378-1379,,Jalan Sungai Bakap, Taman Sungai Bakap Permai,14200,Sungai Bakap,Seberang Perai Selatan,Pulau Pinang",19/04/2021,19/04/2021,31/12/2021,,Runcit
557,PA0557/2021,23670,KHOO GEOK PING,THE PILL HOUSE PHARMACY SDN BHD [GEORGETOWN PHARMACY],"72,Jalan Aziz Ibrahim,11900,Bayan Lepas,Barat Daya,Pulau Pinang",19/04/2021,19/04/2021,31/12/2021,,Runcit
558,PA0558/2021,23671,ANG SHEN CHAEI,THE PILL HOUSE PHARMACY SDN BHD [GEORGETOWN PHARMACY],"72,Jalan Aziz Ibrahim,11900,Bayan Lepas,Barat Daya,Pulau Pinang",20/04/2021,22/04/2021,31/12/2021,,Runcit
559,PA0559/2021,23672,TAN HAOZHE,ONE PILL PHARMA [ONE PILL PHARMACY],"6G,Jalan Perniagaan Seri Juru , Pusat Perniagaan Seri Juru,14100,Juru,Seberang Perai Tengah,Pulau Pinang",20/04/2021,20/04/2021,31/12/2021,,Runcit
560,PA0560/2021,23673,WONG MEI FONG,THE PILL HOUSE PHARMACY SDN BHD [GEORGETOWN PHARMACY],"52,Jalan Mahsuri,11950,Bayan Baru,Barat Daya,Pulau Pinang",20/04/2021,20/04/2021,31/12/2021,,Runcit
561,PA0561/2021,23674,CHEONG YEE FAN,AM PM PHARMACY SDN BHD,"139-R,Jalan Tan Sri Teh Ewe Lim,11600,Jelutong,Timur Laut,Pulau Pinang",20/04/2021,20/04/2021,31/12/2021,,Runcit
562,PA0562/2021,23675,ONG LEE HAN,MEDS AND VITS PHARMACY [M&V PHARMACY],"G-10, TINGKAT BAWAH, PANGSAPURI OREN 3,Jalan Pantai Bersih,13000,Butterworth,Seberang Perai Utara,Pulau Pinang",22/04/2021,22/04/2021,31/12/2021,,Borong & Runcit
563,PA0563/2021,23676,TEH BOON PIN,The Pill House Pharmacy Sdn Bhd [GEORGETOWN PHARMACY],"110-01-03,Persiaran Bayan Indah, Summerton,11900,Bayan Lepas,Barat Daya,Pulau Pinang",22/04/2021,22/04/2021,31/12/2021,,Runcit
564,PA0564/2021,23677,OON CHIN HOW,The Pill House Pharmacy Sdn Bhd [GEORGETOWN PHARMACY],"110-01-03,Persiaran Bayan Indah, Summerton,11900,Bayan Lepas,Barat Daya,Pulau Pinang",22/04/2021,22/04/2021,31/12/2021,,Runcit
565,PA0565/2021,23678,ONG SZE LING,WATSON'S PERSONAL CARE STORES SDN. BHD. [WATSONS],"100-LG-12A,Queensbay Mall, Persiaran Bayan Indah,11900,Bayan Lepas,Barat Daya,Pulau Pinang",23/04/2021,23/04/2021,31/12/2021,,Runcit
566,PA0566/2021,23679,YEO DVEON,Milrin Pharmaceutical Co. (M) Sdn. Bhd. [Milrin Pharmaceutical Co. (M) Sdn. Bhd.],"125-L, 5th Floor,Wisma Getah, Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang",23/04/2021,23/04/2021,31/12/2021,6/7/2021,Borong
567,PA0567/2021,23680,OOI YI ZHI,SUPER HEALTH SDN BHD [GEORGETOWN PHARMACY],"19, GROUND FLOOR,Jalan Todak 4,13700,Seberang Jaya,Seberang Perai Tengah,Pulau Pinang",26/04/2021,26/04/2021,31/12/2021,,Runcit
568,PA0568/2021,23681,NG KEAN AUN,Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi],"1 & 2,Jalan Todak 2,13700,Seberang Jaya,Seberang Perai Tengah,Pulau Pinang",30/04/2021,3/5/2021,31/12/2021,,Runcit
569,PA0569/2021,23682,OO ZHI XIN,CHONG PHARMACY SDN. BHD. [FARMASI CHONG],"16 G/F,Jalan Murni 1, Taman Desa Murni,13800,Butterworth,Seberang Perai Utara,Pulau Pinang",3/5/2021,3/5/2021,31/12/2021,,Runcit
570,PA0570/2021,23683,LIM XIN JIE,Island Hospital Sdn Bhd [Island Hospital],"308,Jalan Macalister,10450,Georgetown,Timur Laut,Pulau Pinang",5/5/2021,5/5/2021,31/12/2021,,Runcit
571,PA0571/2021,23684,OOI KEAN HIN,Milrin Pharmaceutical Co. (M) Sdn. Bhd. [Milrin Pharmaceutical Co. (M) Sdn. Bhd.],"125-L, 5th Floor,Wisma Getah, Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang",5/5/2021,5/5/2021,31/12/2021,,Borong
572,PA0572/2021,23685,HOE CHUI YING,Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi],"1 & 2,Jalan Todak 2,13700,Seberang Jaya,Seberang Perai Tengah,Pulau Pinang",12/5/2021,12/5/2021,31/12/2021,,Runcit
573,PA0573/2021,23686,LO WEI TING,MEDS AND VITS PHARMACY [M&V PHARMACY],"G-10, TINGKAT BAWAH, PANGSAPURI OREN 3,Jalan Pantai Bersih,13000,Butterworth,Seberang Perai Utara,Pulau Pinang",12/5/2021,12/5/2021,31/12/2021,,Borong & Runcit
574,PA0574/2021,23687,LIM CHRISTINE,PANACEA PHARMACY [PANACEA PHARMACY],"2C & 2D,Lorong Selamat,10400,Georgetown,Timur Laut,Pulau Pinang",12/5/2021,12/5/2021,31/12/2021,,Runcit
575,PA0575/2021,23688,NG CHUR MEI,MEDS AND VITS PHARMACY [M&V PHARMACY],"G-10, TINGKAT BAWAH, PANGSAPURI OREN 3,Jalan Pantai Bersih,13000,Butterworth,Seberang Perai Utara,Pulau Pinang",12/5/2021,12/5/2021,31/12/2021,,Borong & Runcit
576,PA0576/2021,23689,KHALEDA BINTI OMAR,GR2 Farmasi Sdn Bhd [Green River Farmasi],"77,Jalan Terengganu,10460,Georgetown,Timur Laut,Pulau Pinang",27/05/2021,27/05/2021,31/12/2021,,Runcit
577,PA0577/2021,23690,MICHELLE NG SZE MUN,SIANG PHARMACY SDN BHD [SIANG PHARMACY ],"3082 & 3083,Jalan Rozhan, Taman Rozhan,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",27/05/2021,27/05/2021,31/12/2021,,Runcit
578,PA0578/2021,23691,OOI LI YING,Wellings Pill House Sdn Bhd [Georgetown Pharmacy],"31,Jalan Utama,10460,Georgetown,Timur Laut,Pulau Pinang",27/05/2021,1/6/2021,31/12/2021,,Runcit
579,PA0579/2021,23692,KOW LI MUN,ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO],"NO 72,Jalan Besar,11000,Balik Pulau,Barat Daya,Pulau Pinang",27/05/2021,27/05/2021,31/12/2021,,Runcit
580,PA0580/2021,23693,WONG KOON YIK,BIG PHARMACY (NORTHERN) SDN. BHD. [FARMASI BIG PHARMACY],"399 Ground Floor,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang",31/05/2021,31/05/2021,31/12/2021,,Runcit
581,PA0581/2021,23694,ABELYN SOON WI LYNN,Guardian Health and Beauty Sdn Bhd [Guardian ],"LOT 170-B1-05, BASEMENT ONE,Gurney Plaza, Persiaran Gurney,10250,Georgetown,Timur Laut,Pulau Pinang",11/6/2021,11/6/2021,31/12/2021,,Runcit
582,PA0582/2021,23695,TEOH HOOI LEE,PULAU PINANG CLINIC SDN. BHD [GLENEAGLES PENANG],"No. 1,Jalan Pangkor,10050,Georgetown,Timur Laut,Pulau Pinang",11/6/2021,11/6/2021,31/12/2021,,Runcit
583,PA0583/2021,23696,CHU HENG LIT,Milrin Pharmaceutical Co. (M) Sdn. Bhd. [Milrin Pharmaceutical Co. (M) Sdn. Bhd.],"125-L, 5th Floor,Wisma Getah, Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang",14/06/2021,14/06/2021,31/12/2021,,Borong
584,PA0584/2021,23697,LIM CHEE LUN,M PHARMACY SDN. BHD. [M PHARMACY],"1-G-1,Jalan Seri Tanjung Pinang 1,10470,Tanjung Tokong,Timur Laut,Pulau Pinang",14/06/2021,14/06/2021,31/12/2021,16/08/2021,Runcit
585,PA0585/2021,23698,CHONG JIA YING,AM PM PHARMACY SDN BHD,"421 & 423,Jalan Burma,10050,Georgetown,Timur Laut,Pulau Pinang",17/06/2021,17/06/2021,31/12/2021,,Runcit
586,PA0586/2021,23699,MUHAMMAD FIQRI BIN ZOLKURNIAN,Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi],"No 7,,Jalan Usahawan 4, Pusat Perniagaan Kepala Batas,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang",17/06/2021,22/06/2021,31/12/2021,,Runcit
587,PA0587/2021,23700,TAN HUI JIA,LOTUS PHARMACY [LOTUS FARMASI],"3429 GF, 1st & 2nd,Jalan Kulim, Taman Bukit Mas,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",17/06/2021,17/06/2021,31/12/2021,,Runcit
588,PA0588/2021,23701,KHONG WING SENG,BIOPHARMA LINK PHARMACY SDN BHD [BIOPHARMALINK PHARMACY],"488B-G16 MIDLANDS PARK CENTRE,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang",24/06/2021,24/06/2021,31/12/2021,,Runcit
589,PA0589/2021,23702,SOO ZEE YE,YAYASAN KEK LOK SI [KEK LOK SI CHARITABLE HOSPITAL],"LOT 261,Jalan Balik Pulau,11500,Air Itam,Timur Laut,Pulau Pinang",2/7/2021,2/7/2021,31/12/2021,,Runcit
590,PA0590/2021,23703,VIVEGANANTH A/L KRISHNANMURTHI,Watson's Personal Care Stores Sdn. Bhd. [Watson],"33-G-50, Ground Floor, Prangin Mall,Jalan Dr.Lim Chwee Leong,10100,Georgetown,Timur Laut,Pulau Pinang",6/7/2021,6/7/2021,31/12/2021,,Runcit
591,PA0591/2021,23704,GAN QUAN YOU,Sunrise Homecare Pharmacy Sdn. Bhd. [Sunrise Homecare Pharmacy],"19 Ground Floor,,Jalan Todak 3,13700,Seberang Jaya,Seberang Perai Tengah,Pulau Pinang",9/7/2021,9/7/2021,31/12/2021,,Runcit
592,PA0592/2021,23705,PREVINKUMAR A/L SUNDRAM,KCK PHARMACEUTICAL INDUSTRIES SDN. BHD. [KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.],"PLOT 61, BAYAN LEPAS INDUSTRIAL PARK PHASE 4,Lintang Bayan Lepas 1,11900,Bayan Lepas,Barat Daya,Pulau Pinang",9/7/2021,9/7/2021,31/12/2021,,Borong
593,PA0593/2021,23706,LIM CHING WEI,BIG PHARMACY (NORTHERN) SDN. BHD. [FARMASI BIG PHARMACY],"399 Ground Floor,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang",9/7/2021,9/7/2021,31/12/2021,,Runcit
594,PA0594/2021,23707,TAN ZHEN YAO,THE PILL HOUSE PHARMACY SDN BHD [GEORGETOWN PHARMACY],"72,Jalan Aziz Ibrahim,11900,Bayan Lepas,Barat Daya,Pulau Pinang",13/07/2021,18/07/2021,31/12/2021,,Runcit
595,PA0595/2021,23708,SOO SUET LING,Pure Health Pharmacy Sdn Bhd [Georgetown Pharmacy],"2381,Jalan Rozhan, Taman Impian,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",13/07/2021,13/07/2021,31/12/2021,,Runcit
596,PA0596/2021,23709,FOO XIU QING,INDOPHARMA SDN BHD [MEDISAFE PHARMACY],"177-G-2,Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang",23/07/2021,28/07/2021,31/12/2021,,Borong & Runcit
597,PA0597/2021,23710,YAP MUI KEOK,THE PILL HOUSE PHARMACY SDN BHD [GEORGETOWN PHARMACY],"52,Jalan Mahsuri,11950,Bayan Baru,Barat Daya,Pulau Pinang",29/07/2021,29/07/2021,31/12/2021,,Runcit
598,PA0598/2021,23711,TAN ANN JOE,Wellings Pharmacy Sdn. Bhd [Wellings Pharmacy],"368-2-15,Bellisa Row, Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang",29/07/2021,29/07/2021,31/12/2021,,Borong
599,PA0599/2021,23712,TAN CHAN WEI,ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO],"1-1-35, I-AVENUE,Medan Kampung Relau 1,11900,Bayan Lepas,Barat Daya,Pulau Pinang",4/8/2021,9/8/2021,31/12/2021,,Runcit
600,PA0600/2021,23713,YEAP SOON KENT,ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO],"NO 72,Jalan Besar,11000,Balik Pulau,Barat Daya,Pulau Pinang",4/8/2021,4/8/2021,31/12/2021,,Runcit
